Country|Category|LatestValue|LatestValueDate|Source|Unit|CategoryGroup|Frequency|PreviousValue|PreviousValueDate
United States|GDP|19390.6|2017-12-31T00:00:00|World Bank|USD Billion|GDP|Yearly|18624.48|2016-12-31T00:00:00
